,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,id,host_name,host_response_time,host_response_rate,host_is_superhost,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
2944,LUXURY CONDO @TOUR DES CANADIENS,Condominium,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,5,2.0,3.0,11,1.0,178.0,21179158,Johnny,within an hour,100.0,0,9.0,10.0,9.0,10.0,10.0,9.0,95.0
2945,Beautiful interior designed flat in Montjüic,Apartment,Entire home/apt,Real Bed,6,1125,moderate,4,2.0,2.0,5,1.0,25.0,21103245,Laura & Alex,within an hour,99.0,0,10.0,9.0,9.0,8.0,10.0,7.0,84.0
2946,12 people or we can negotiate.,House,Entire home/apt,Real Bed,1,120,strict_14_with_grace_period,12,5.0,6.0,0,6.0,1865.0,2119780,Fernando,within a few hours,100.0,0,,,,,,,
2947,Great room in Great Spot in Great student flat,Apartment,Private room,Real Bed,1,3,flexible,2,1.0,1.0,1,1.0,20.0,21234040,Julien,,,0,,6.0,,,,,60.0
2948,Convenient in Heart of the City **FREE PARKING**,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,1.0,3.0,71,1.0,85.0,21204926,Carl,within an hour,100.0,0,9.0,8.0,9.0,10.0,9.0,8.0,89.0
2949,Absolute harborfront 2-bed luxury heaven MAR SALE!,Condominium,Entire home/apt,Real Bed,4,365,strict_14_with_grace_period,7,2.0,3.0,9,1.0,296.0,21281467,Ben,within a day,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2950,Charming 2 bedroom Appartement 1st floor -Parking!,Apartment,Entire home/apt,Real Bed,1,17,strict_14_with_grace_period,4,2.0,2.0,4,1.0,60.0,21248215,Marilou And Mateo,,,0,10.0,10.0,10.0,9.0,9.0,10.0,95.0
2951,Tsim Sha Tsui  1 person,Apartment,Shared room,Couch,1,1,strict_14_with_grace_period,1,1.0,1.0,17,1.0,212.0,2130117,Gui,within an hour,100.0,0,9.0,9.0,10.0,10.0,10.0,9.0,92.0
2952,Apartamento sala e quarto na Barra da Tijuca,Apartment,Entire home/apt,Real Bed,3,10,moderate,2,1.0,1.0,2,1.0,145.0,21237763,Cintia,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2953,"Large Studio Apartment, 15-20mins from downtown",Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,2,0.0,1.0,3,1.0,125.0,21210250,Katrina,within an hour,100.0,0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
2954,Winter Escape in Morningside Heights,Apartment,Private room,Real Bed,1,29,strict_14_with_grace_period,2,1.0,1.0,88,1.0,59.0,21264297,Erika,within a day,90.0,1,10.0,10.0,10.0,10.0,10.0,10.0,97.0
2955,Design studio in Copacabana,Apartment,Entire home/apt,Real Bed,2,40,strict_14_with_grace_period,3,1.0,1.0,95,1.0,149.0,2119162,Adriano,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,9.0,92.0
2956,Fully equipped flat with 2 luminous rooms,Apartment,Entire home/apt,Real Bed,2,15,moderate,4,2.0,2.0,0,1.0,652.0,21281761,Agathe,,,0,,,,,,,
2957,Casa com quatro quartos em área verde.,House,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,6,4.0,6.0,0,3.5,298.0,21232424,Ana Paula,,,0,,,,,,,
2958,"""GREAT LOCATION COPACABANA BEACH = 60m2 =4 people""",Apartment,Entire home/apt,Real Bed,4,80,strict_14_with_grace_period,4,2.0,4.0,3,1.0,776.0,2123266,Lea,,,0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
2959,Charming Little Italy appt with private patio.,Apartment,Entire home/apt,Real Bed,7,30,strict_14_with_grace_period,4,1.0,2.0,2,1.0,75.0,21251556,Ollie,within a day,100.0,0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
2960,UNIQUE GARDEN FLAT – DEE WHY BEACH,Guest suite,Entire home/apt,Real Bed,3,1125,moderate,3,2.0,2.0,7,1.0,118.0,21244482,Joseph,,,0,9.0,9.0,10.0,10.0,10.0,10.0,97.0
2961,BO - Júlio Dinis *Apt T1 Superior e Vista Cidade,Condominium,Entire home/apt,Real Bed,14,120,moderate,2,1.0,2.0,0,1.0,55.0,21261556,José,within an hour,100.0,1,,,,,,,
2962,Liiiving in Porto | Aliados Cosy Apartment,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,1.0,1.0,4,1.0,70.0,21306698,Liiiving,within an hour,100.0,1,9.0,10.0,10.0,10.0,10.0,9.0,90.0
2963,Copacabana Flat Palace,Apartment,Entire home/apt,Real Bed,5,90,strict_14_with_grace_period,3,1.0,2.0,5,1.0,97.0,21201643,Rose,within a day,60.0,0,10.0,10.0,10.0,10.0,10.0,9.0,96.0
2964,1 bedroom VIP apartment near Bell Center - 501,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,0.0,21,1.0,68.0,21199380,Simplissimmo,within an hour,99.0,0,10.0,10.0,9.0,10.0,10.0,10.0,98.0
2965,GREAT 2BDR PENTHOUSE 100m TO COPACABANA BEACH,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,2.0,0,2.0,541.0,21291633,Rio World Luxury,within a few hours,100.0,1,,,,,,,
2966,The Porto Concierge - Tullins Palmeira Apartment,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,1.0,1.0,16,1.0,50.0,21201544,Roberto,within an hour,100.0,0,8.0,8.0,9.0,9.0,9.0,8.0,81.0
2967,Cosy Single Room in the Centre,Apartment,Private room,Real Bed,30,60,strict_14_with_grace_period,1,1.0,1.0,0,1.0,29.0,21229065,Kate,,,0,,,,,,,
2968,Vibrant Flat with Rooftop Terrace and City Views,Apartment,Entire home/apt,Real Bed,60,180,moderate,2,1.0,1.0,6,1.0,90.0,21389251,Ariel,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2969,Feel at home.. in a cosy and warm,Apartment,Private room,Real Bed,2,60,flexible,2,1.0,1.0,10,1.0,74.0,2133967,Naz&Gulcin,within a day,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,89.0
2970,"Kihei Akahi C-607 - 1 Bedroom, Top Floor, Ocean Views, 2 pools, Tennis - Condo",Condominium,Entire home/apt,Real Bed,2,90,super_strict_30,4,1.0,1.0,37,1.0,119.0,21312909,VacayHome Connect,within a few hours,100.0,0,10.0,9.0,10.0,10.0,10.0,9.0,92.0
2971,Kihei Condo Steps to Beach w/ Pool & New AC!,Condominium,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,4,2.0,2.0,1,2.0,405.0,21395598,Evolve,within an hour,71.0,0,10.0,8.0,10.0,10.0,10.0,8.0,100.0
2972,Perfect location to reach allaround,Serviced apartment,Private room,Real Bed,1,30,flexible,3,1.0,2.0,7,1.0,63.0,21382912,Selim Deniz,within a day,80.0,0,8.0,7.0,9.0,7.0,8.0,7.0,74.0
2973,Lantau Beach Flat & Rooftop,Apartment,Entire home/apt,Real Bed,2,12,flexible,2,1.0,1.0,24,1.0,1178.0,21406716,Marc,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,9.0,98.0
2974,｡Townhouse,Townhouse,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,2.5,75.0,21352206,宇,,,0,,,,,,,
2975,Modestly Waverly,Apartment,Private room,Real Bed,1,3,flexible,1,0.0,1.0,1,1.0,20.0,21368282,Daniel,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2976,Riverview at Lovely Harlem/UWS Home,Apartment,Private room,Real Bed,2,35,strict_14_with_grace_period,3,1.0,2.0,131,2.0,93.0,2141667,Carlyn,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,97.0
2977,"Aina Nalu Pumehana, in Old Lahaina",Apartment,Private room,Couch,3,10,strict_14_with_grace_period,3,1.0,1.0,39,1.0,204.0,2142754,James,,,1,10.0,10.0,10.0,10.0,10.0,9.0,98.0
2978,Sunny Apartment in Surry Hills- great location!,Apartment,Private room,Real Bed,2,5,moderate,1,1.0,1.0,2,1.0,60.0,21426586,Belinda,,,0,9.0,10.0,10.0,10.0,10.0,8.0,90.0
2979,Habitación acogedora en zona muy tranquila,Apartment,Private room,Real Bed,2,4,moderate,1,1.0,1.0,7,1.0,40.0,21322869,Priscila & Juliano,within an hour,100.0,0,10.0,10.0,10.0,10.0,9.0,9.0,97.0
2980,Amazing place in Barcelona centre,Apartment,Private room,Real Bed,7,60,flexible,1,1.0,1.0,0,1.0,59.0,21353587,Jorge,a few days or more,0.0,0,,,,,,,
2981,Vivenda Isabel Africa room,House,Private room,Real Bed,1,1125,flexible,3,1.0,2.0,0,1.0,60.0,21354176,Isabel,a few days or more,0.0,0,,,,,,,
2982,Azur Lodge and Beach House,House,Entire home/apt,Real Bed,4,1125,flexible,4,2.0,3.0,7,2.0,90.0,21362635,Isabel,within an hour,100.0,0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
2983,NEW!_Warm Apt._1min Subway_8ppl_3room2bath,Apartment,Entire home/apt,Real Bed,1,999,strict_14_with_grace_period,8,3.0,5.0,70,2.0,1295.0,21365501,Wilson&Shan,within an hour,100.0,1,10.0,9.0,10.0,10.0,10.0,10.0,97.0
2984,"JK1,2人大床房+独立卫生间+地铁口楼上+朗豪坊+旺角闹市中心+女人街+购物街+美食中心",Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1.0,1.0,12,1.0,345.0,21379141,Debe,within an hour,100.0,0,9.0,9.0,10.0,10.0,10.0,9.0,85.0
2985,Stylish executive studio in inner Sydney,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3,1.0,2.0,24,1.0,171.0,21421463,Sabrina,within an hour,100.0,0,9.0,10.0,8.0,9.0,10.0,9.0,93.0
2986,"Sleeps 4, One Block from Waikiki Beach",Condominium,Entire home/apt,Real Bed,1,31,moderate,4,0.0,2.0,43,1.0,89.0,21541451,Mark,within an hour,99.0,0,9.0,9.0,9.0,9.0,10.0,9.0,88.0
2987,"FANTASTIC APARTMENTS, LUX RESIDENCE",Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,1.0,1.0,1,1.0,348.0,21497042,Rasha,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2988,"Gorgeous Garden Retreat in trendy, quaint Kaimuki",House,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,8,4.0,5.0,13,2.0,290.0,21519013,Greg,within a day,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2989,The best Williamsburg has to offer!,Apartment,Entire home/apt,Real Bed,2,120,strict_14_with_grace_period,4,1.0,2.0,157,1.0,320.0,2153435,Edward,within an hour,100.0,1,10.0,10.0,10.0,9.0,10.0,9.0,96.0
2990,Newly renovated apartment in heart of Wan Chai,Apartment,Entire home/apt,Real Bed,7,1124,moderate,2,2.0,1.0,3,1.0,777.0,21571388,Danny,,,0,10.0,10.0,10.0,10.0,10.0,10.0,93.0
2991,Double Room In Shared Designer Apartment,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,57,1.0,90.0,21612973,Martin,within an hour,100.0,1,10.0,10.0,10.0,10.0,9.0,10.0,98.0
2992,Boutique Room in Taksim 5 Free wi_fi,Hotel,Private room,Real Bed,2,1125,moderate,2,1.0,1.0,7,1.0,158.0,21654414,Salih,within an hour,100.0,0,9.0,9.0,9.0,9.0,9.0,9.0,86.0
2993,APPARTEMENT MODERNE,Guesthouse,Private room,Real Bed,2,1125,moderate,4,2.0,2.0,31,1.0,40.0,21664003,Serge,within a few hours,100.0,0,9.0,9.0,9.0,9.0,9.0,9.0,94.0
2994,Modern Kailua Getaway with Private Access to Beach,Guest suite,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,0.0,2.0,62,1.0,270.0,21702934,John,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2995,Casa Amarela - The Garden,Apartment,Entire home/apt,Real Bed,2,1125,moderate,6,2.0,3.0,34,2.5,60.0,21711468,Casa,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
2996,Ultra Comfy Flat & Perfect Location,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,11,1.0,195.0,21526172,Pelin,within an hour,100.0,1,9.0,9.0,9.0,10.0,10.0,9.0,96.0
2997,Charming apartment facing Laurier park,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,1.0,1.0,2,1.0,60.0,21536635,Tim,,,0,10.0,9.0,10.0,10.0,10.0,10.0,100.0
2998,PROS - Family Heaven in the Heart of Manly,House,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,7,4.0,4.0,0,3.0,499.0,21507285,PPLuxury,a few days or more,17.0,0,,,,,,,
2999,Sand Sun Surf w Parking. City 9km,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,15,4.0,10.0,174,2.0,340.0,2161945,Marcella,within an hour,100.0,0,9.0,8.0,10.0,10.0,10.0,9.0,89.0
3000,城堡山民宿2,Villa,Private room,Real Bed,180,1125,flexible,1,1.0,1.0,1,1.0,33.0,21648743,Echo,,,0,10.0,6.0,10.0,10.0,10.0,10.0,80.0
3001,( ͡° ͜ʖ ͡°) Baaasic Spaaace (ฅ´ω`ฅ),Apartment,Shared room,Real Bed,1,8,flexible,2,1.0,1.0,1,1.0,79.0,21675318,Jocky,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3002,East Village Studio,House,Entire home/apt,Real Bed,4,1125,flexible,4,0.0,2.0,204,1.0,190.0,2159898,Sheila,within a few hours,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
3003,The Bohemian Nest | Santo Ildefonso | Bedroom#2,Apartment,Private room,Real Bed,2,1000,moderate,2,1.0,1.0,34,1.5,24.0,21624000,Catarina,within an hour,100.0,1,10.0,10.0,10.0,10.0,9.0,9.0,93.0
3004,The deck house @ Clareville Beach,House,Entire home/apt,Real Bed,7,21,moderate,9,5.0,6.0,8,3.0,849.0,21625832,Jo,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3005,THE DOURO WINDOW,Loft,Entire home/apt,Real Bed,2,1125,flexible,3,1.0,2.0,46,1.0,90.0,21662064,Gil,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
3006,Comfortable & Bright Studio in the East Village,Apartment,Entire home/apt,Real Bed,2,29,strict_14_with_grace_period,3,0.0,1.0,6,1.0,180.0,21669322,Guillermo,within an hour,100.0,0,9.0,10.0,10.0,10.0,10.0,10.0,97.0
3007,BEAUTIFUL*Partial Ocean View by TOP Swimming Beach,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,4,1.0,2.0,34,1.0,308.0,21702142,Viktoria,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
3008,House for Friends in Porto Downtown - Bedroom 4,House,Private room,Real Bed,3,30,moderate,2,1.0,1.0,7,2.0,25.0,21739859,António,within an hour,100.0,1,10.0,10.0,10.0,10.0,9.0,9.0,94.0
3009,Villa Porto - New!,House,Entire home/apt,Real Bed,4,1125,super_strict_60,6,3.0,5.0,1,2.0,255.0,21746886,Allure Villas,within a few hours,98.0,0,10.0,10.0,6.0,10.0,10.0,8.0,100.0
3010,Came and be happy in Copacabana!!!,Apartment,Entire home/apt,Real Bed,7,10,strict_14_with_grace_period,3,1.0,4.0,0,1.0,175.0,2155733,Aline,within a few hours,100.0,0,,,,,,,
3011,Spacious Room close to the Station and Sydney CBD,Apartment,Private room,Real Bed,1,30,moderate,2,1.0,1.0,11,2.0,100.0,21583732,Ellie,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3012,"尖沙咀的1房1厅,住3人,有厨房月租14000起",Apartment,Private room,Real Bed,15,1125,strict_14_with_grace_period,3,1.0,2.0,2,1.0,699.0,2161352,文文,within a few hours,80.0,0,9.0,7.0,8.0,10.0,10.0,9.0,100.0
3013,"Near Tai O,Airport,Big Buddha,Disney, beach.Nature",House,Entire home/apt,Real Bed,1,60,moderate,6,2.0,3.0,20,1.0,997.0,21619355,Nam,within a day,88.0,0,9.0,9.0,10.0,10.0,8.0,9.0,92.0
3014,Barcelona Apartment Sarrià Pedralbes,Apartment,Entire home/apt,Real Bed,3,330,strict_14_with_grace_period,6,3.0,5.0,0,1.0,75.0,21652885,Apartment Barcino,within an hour,98.0,0,,,,,,,
3015,A Bright Brooklyn Apartment With A Private Balcony,Apartment,Entire home/apt,Real Bed,3,12,strict_14_with_grace_period,2,1.0,1.0,10,1.0,98.0,21672349,Jamie,within a day,100.0,0,10.0,10.0,10.0,10.0,9.0,10.0,98.0
3016,Bondi beach at your doorstep.,Apartment,Entire home/apt,Real Bed,5,20,strict_14_with_grace_period,2,0.0,1.0,1,1.0,139.0,21612701,Kinga,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3017,BONDI BEACH HIDE AWAY ❤️,Apartment,Entire home/apt,Real Bed,2,1124,flexible,2,1.0,1.0,49,1.0,139.0,21637487,Kasey,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
3018,Art Gallery Apartment 2B,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2.0,3.0,11,1.0,90.0,21522442,Sol,within an hour,85.0,0,9.0,9.0,9.0,10.0,10.0,9.0,94.0
3019,Wonderful Color blends Studio Square Victoria!,Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,2,0.0,1.0,0,1.0,81.0,21501614,Alejandro,within a few hours,90.0,0,,,,,,,
3020,Appartement coeur de porto,Apartment,Entire home/apt,Real Bed,2,30,flexible,4,1.0,2.0,5,1.0,60.0,21526718,Jeje,within an hour,100.0,0,8.0,8.0,9.0,7.0,9.0,8.0,80.0
3021,Newly renovated house,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,5,1.0,0.0,96,1.0,125.0,2151479,Rhonda,within an hour,100.0,1,10.0,10.0,10.0,10.0,9.0,9.0,94.0
3022,Hawaii Tiny House (Red),Guesthouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,0.0,4.0,72,1.0,130.0,2160805,Stephanie,within an hour,100.0,0,9.0,9.0,9.0,10.0,9.0,9.0,89.0
3023,"Elegant, comfortable and clean private studio舒适的保证",Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,1.0,2.0,26,1.0,97.0,21632846,Linda,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,96.0
3024,"Chaleureux, au cœur du plateau",Townhouse,Private room,Real Bed,2,7,flexible,2,1.0,1.0,8,1.0,75.0,21511027,Ivonne,within an hour,100.0,0,9.0,9.0,9.0,9.0,10.0,9.0,83.0
3025,Close to Ortakoy Square and Public Transportation,Apartment,Private room,Real Bed,2,1125,flexible,1,1.0,1.0,0,1.0,47.0,21537425,Onur,a few days or more,0.0,0,,,,,,,
3026,Mr Collins master bedroom,House,Private room,Real Bed,1,7,flexible,2,1.0,1.0,4,1.0,107.0,21530399,Yasmin,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3027,Suite 3-Costa Cabral Boutique Guest House@Porto,House,Private room,Real Bed,2,1125,moderate,2,1.0,2.0,0,1.0,59.0,21584236,Esmeralda Et Richard,within a few hours,100.0,1,,,,,,,
3028,"Luxurious studio with garden views, Hong Kong",Serviced apartment,Private room,Real Bed,30,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,2292.0,21588050,Rajan,within an hour,100.0,0,,,,,,,
3029,"Room 4, 3 mins to MTR",Guest suite,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,0.0,2.0,17,1.0,479.0,21641743,Lulu,within an hour,100.0,0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
3030,3 bedrooms apartment,House,Entire home/apt,Real Bed,1,20,strict_14_with_grace_period,5,3.0,3.0,6,2.0,597.0,21686404,The Grand Blossom,within an hour,98.0,0,10.0,10.0,10.0,9.0,9.0,9.0,92.0
3031,Inside Porto Apartments-Mouzinho,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,0.0,1.0,0,1.0,65.0,21544538,Rita Lemos Almeida,within an hour,100.0,0,,,,,,,
3032,Centrally located room in Besiktas,Condominium,Private room,Real Bed,1,10,flexible,1,1.0,1.0,3,1.0,58.0,21686582,Seyma,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3033,Curl Curl Getaway | Pool & Spacious 4 BR House,House,Entire home/apt,Real Bed,5,12,moderate,8,4.0,6.0,2,3.0,1100.0,21716100,Tam,,,0,9.0,9.0,10.0,10.0,9.0,10.0,90.0
3034,Quiet Terrace on the City Fringe,Townhouse,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,4,2.0,2.0,13,2.0,145.0,21531457,Jan,within an hour,100.0,1,10.0,9.0,10.0,10.0,10.0,9.0,98.0
3035,Comfortable modern room,Apartment,Private room,Real Bed,2,7,flexible,1,1.0,1.0,0,1.0,351.0,2157376,Ana,,,0,,,,,,,
3036,Fashion & Sleek 1BR Relocation & Business!,Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,2,1.0,1.0,2,1.0,82.0,21680190,Alejandro,within a few hours,90.0,0,6.0,9.0,10.0,7.0,6.0,8.0,60.0
3037,#5 ECONOMIC 5 PAX FLAT,Apartment,Entire home/apt,Real Bed,1,90,flexible,4,2.0,2.0,5,2.0,127.0,21493665,Farouq,within an hour,100.0,0,10.0,9.0,10.0,10.0,10.0,10.0,96.0
3038,Awesome Oasis! 3 stops Away from Manhattan!!!,Townhouse,Private room,Real Bed,5,1125,strict_14_with_grace_period,2,1.0,1.0,1,1.0,50.0,21428625,Johny,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3039,1 BEDROOM APARTMENT @ SAI YING PUN & SAI WAN AREA,Apartment,Entire home/apt,Real Bed,31,180,strict_14_with_grace_period,3,1.0,2.0,0,1.0,864.0,21430389,Akiei,within a day,50.0,0,,,,,,,
3040,1405 - LUXURY BEACH TERRACE APARTME,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,8,4.0,8.0,0,2.0,750.0,2152426,Rosa,within an hour,97.0,0,,,,,,,
3041,Stylish 1 bed flat with balcony in Montjüic,Apartment,Entire home/apt,Real Bed,6,1125,moderate,4,1.0,1.0,3,1.0,15.0,21563508,Laura & Alex,within an hour,99.0,0,10.0,10.0,9.0,10.0,9.0,9.0,93.0
3042,Paradise Waits,Guesthouse,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2,1.0,2.0,11,1.0,175.0,21584327,Suzie,within a few hours,90.0,1,10.0,10.0,10.0,10.0,10.0,10.0,98.0
3043,GoodStay - Mouzinho,Apartment,Entire home/apt,Real Bed,3,300,moderate,3,0.0,2.0,39,1.0,85.0,21670822,Apartamento,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,96.0
3044,Close to park and sea: Light and airy family apt,Apartment,Entire home/apt,Real Bed,5,100,strict_14_with_grace_period,5,2.0,3.0,3,1.0,181.0,21451259,Rhonda,,,0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
3045,Columbus Circle Studio,Apartment,Entire home/apt,Real Bed,2,7,flexible,2,0.0,1.0,1,1.0,230.0,21440587,Emilio,,,0,10.0,8.0,10.0,8.0,10.0,8.0,100.0
3046,Viriato III by PCALE,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1.0,2.0,0,1.0,90.0,21514017,Viriato,,,0,,,,,,,
3047,Heart of Lahaina ~ Beautiful Aina Nalu C14 -,Condominium,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,6,2.0,2.0,94,2.0,259.0,216766,Carol,within an hour,92.0,0,9.0,9.0,10.0,9.0,10.0,9.0,93.0
3048,OVERLOOKING BEACH 2 BED WIFI PARKING,House,Entire home/apt,Real Bed,7,1125,flexible,4,2.0,3.0,1,2.0,343.0,21684913,Awaba,within a day,92.0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3049,Greatly located two people bedroom in mosman,Apartment,Private room,Real Bed,5,1125,moderate,2,1.0,2.0,0,1.0,87.0,21704747,Henry,,,0,,,,,,,
3050,"700sqmSpacious cozy artist home, 5min fr. central!",Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,0.0,1.0,70,1.0,1099.0,21441057,Selina,within an hour,100.0,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0
3051,Cozy studio in the heart of HONG KONG Double bed B,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2,1.0,1.0,17,1.0,424.0,21544362,Ky,within an hour,100.0,0,8.0,9.0,9.0,10.0,10.0,9.0,88.0
3052,Cedofeita,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1.0,3.0,0,1.0,48.0,21523368,Oporto Trendy Apartments,within an hour,100.0,1,,,,,,,
3053,"$29 per night, near city,free wifi, own room,WOW!!",Townhouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,25,2.0,45.0,21568012,David,within an hour,97.0,0,9.0,8.0,9.0,9.0,9.0,9.0,82.0
3054,2 Bedroom 'In Law' style home,Guest suite,Entire home/apt,Real Bed,2,365,moderate,3,2.0,2.0,2,2.0,171.0,21583253,Phu,,,0,9.0,8.0,9.0,10.0,10.0,10.0,90.0
3055,Bright and spacious Sheung Wan apartment,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1.0,1.0,5,1.0,801.0,21584362,Owen,,,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3056,cosy home over golden Horn waters,Apartment,Private room,Real Bed,3,1125,flexible,5,2.0,4.0,0,1.0,633.0,21631729,Raymond,,,0,,,,,,,
3057,Ipanema P10 - R$ 800/3 noites ou R$ 3.750/mês,Apartment,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,4,0.0,2.0,11,1.0,325.0,2163225,Marcelo,within an hour,100.0,0,10.0,9.0,9.0,9.0,10.0,9.0,89.0
3058,Vintage plantation house,Cottage,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,20,1.0,125.0,21641801,Antonio,within an hour,100.0,0,9.0,9.0,9.0,9.0,10.0,9.0,90.0
3059,"Luxury Living! Sleeps 8, 2 Car Spots, Close to CBD",Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,3.0,3.0,57,2.0,250.0,21648821,Casandra And David,within an hour,100.0,0,10.0,9.0,9.0,9.0,10.0,9.0,90.0
3060,Villa Romantika Doppel Zimmer Afrika,Farm stay,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1.0,1.0,0,1.0,100.0,21848831,Tatjana,,,0,,,,,,,
3061,Guest House 4U - Povoa : beach and  Family 8 PAX,Apartment,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,8,3.0,5.0,0,2.0,90.0,21761990,Isa,within an hour,100.0,0,,,,,,,
3062,The Contemporain 1BR near Concordia!,Serviced apartment,Entire home/apt,Real Bed,30,1125,moderate,2,1.0,1.0,0,1.0,75.0,21865942,Alejandro,within a few hours,90.0,0,,,,,,,
3063,Chambre à proximité du métro Parc,Apartment,Private room,Real Bed,5,40,flexible,2,1.0,1.0,1,1.0,20.0,21786064,Yeimy,within a day,80.0,0,10.0,8.0,10.0,10.0,10.0,10.0,100.0
